time;;Gb(i);Gd(i);Gr(i);H_sun;T2m;WS10m;Int
20180307:1410;;0.0;100.0;0.0;26.09;8.45;3.72;0.0
20180307:1510;;0.0;28.0;0.0;19.18;7.99;3.31;0.0
20180307:1610;;1.0;54.0;0.0;10.96;7.29;3.86;0.0
20180307:1710;;0.0;0.0;0.0;0.0;6.53;3.72;0.0
20180307:1810;;0.0;0.0;0.0;0.0;5.69;4.07;0.0
20180307:1910;;0.0;0.0;0.0;0.0;5.2;4.0;0.0
20180307:2010;;0.0;0.0;0.0;0.0;5.09;4.0;0.0
20180307:2110;;0.0;0.0;0.0;0.0;4.94;3.93;0.0
20180307:2210;;0.0;0.0;0.0;0.0;4.63;4.07;0.0
20180307:2310;;0.0;0.0;0.0;0.0;4.18;4.21;0.0
20180308:0010;;0.0;0.0;0.0;0.0;3.6;4.21;0.0
20180308:0110;;0.0;0.0;0.0;0.0;2.86;4.07;0.0
20180308:0210;;0.0;0.0;0.0;0.0;2.31;3.72;0.0
20180308:0310;;0.0;0.0;0.0;0.0;1.99;3.52;0.0
20180308:0410;;0.0;0.0;0.0;0.0;1.96;3.52;0.0
20180308:0510;;0.0;0.0;0.0;0.0;2.0;3.79;0.0
20180308:0610;;0.0;0.0;0.0;0.0;2.3;4.14;0.0
20180308:0710;;27.0;59.0;0.0;8.76;2.79;4.48;0.0
20180308:0810;;97.0;121.0;0.0;17.28;4.19;5.03;0.0
20180308:0910;;1.0;136.0;0.0;24.64;5.71;6.69;0.0
20180308:1010;;9.0;205.0;0.0;30.26;6.67;7.17;0.0
20180308:1110;;0.0;133.0;0.0;33.51;6.93;6.21;0.0
20180308:1210;;0.0;90.0;0.0;33.93;7.0;6.34;0.0
20180308:1310;;0.0;100.0;0.0;31.44;6.31;6.83;0.0
20180308:1410;;2.0;154.0;0.0;26.43;5.82;6.28;0.0
20180308:1510;;2.0;111.0;0.0;19.49;5.63;5.31;0.0
20180308:1610;;19.0;80.0;0.0;11.24;5.82;5.17;0.0
20180308:1710;;0.0;0.0;0.0;0.0;5.92;5.24;0.0
20180308:1810;;0.0;0.0;0.0;0.0;5.41;5.1;0.0
20180308:1910;;0.0;0.0;0.0;0.0;5.06;5.03;0.0
20180308:2010;;0.0;0.0;0.0;0.0;4.73;4.9;0.0
20180308:2110;;0.0;0.0;0.0;0.0;4.22;4.69;0.0
20180308:2210;;0.0;0.0;0.0;0.0;3.77;4.34;0.0
20180308:2310;;0.0;0.0;0.0;0.0;3.4;4.07;0.0
20180309:0010;;0.0;0.0;0.0;0.0;3.11;3.72;0.0
20180309:0110;;0.0;0.0;0.0;0.0;2.71;3.52;0.0
20180309:0210;;0.0;0.0;0.0;0.0;2.34;3.45;0.0
20180309:0310;;0.0;0.0;0.0;0.0;2.13;3.45;0.0
20180309:0410;;0.0;0.0;0.0;0.0;2.04;3.45;0.0
20180309:0510;;0.0;0.0;0.0;0.0;2.07;3.31;0.0
20180309:0610;;0.0;0.0;0.0;0.0;2.05;3.03;0.0
20180309:0710;;23.0;63.0;0.0;9.11;2.86;2.9;0.0
20180309:0810;;14.0;127.0;0.0;17.64;4.47;2.41;0.0
20180309:0910;;58.0;201.0;0.0;25.02;6.3;2.62;0.0
20180309:1010;;63.0;248.0;0.0;30.65;7.77;2.48;0.0
20180309:1110;;23.0;252.0;0.0;33.91;9.25;2.41;0.0
20180309:1210;;0.0;163.0;0.0;34.31;10.63;3.1;0.0
20180309:1310;;0.0;151.0;0.0;31.8;10.57;2.83;0.0
20180309:1410;;0.0;97.0;0.0;26.76;10.4;2.34;0.0
20180309:1510;;0.0;99.0;0.0;19.79;9.98;2.14;0.0
20180309:1610;;15.0;81.0;0.0;11.52;9.4;2.28;0.0
20180309:1710;;0.0;0.0;0.0;0.0;8.77;2.41;0.0
20180309:1810;;0.0;0.0;0.0;0.0;8.31;2.48;0.0
20180309:1910;;0.0;0.0;0.0;0.0;7.8;2.55;0.0
20180309:2010;;0.0;0.0;0.0;0.0;7.67;2.69;0.0
20180309:2110;;0.0;0.0;0.0;0.0;7.93;2.9;0.0
20180309:2210;;0.0;0.0;0.0;0.0;8.2;3.1;0.0
20180309:2310;;0.0;0.0;0.0;0.0;8.46;3.24;0.0
20180310:0010;;0.0;0.0;0.0;0.0;8.78;3.31;0.0
20180310:0110;;0.0;0.0;0.0;0.0;9.12;3.52;0.0
20180310:0210;;0.0;0.0;0.0;0.0;9.54;3.72;0.0
20180310:0310;;0.0;0.0;0.0;0.0;9.9;3.79;0.0
20180310:0410;;0.0;0.0;0.0;0.0;9.71;3.66;0.0
20180310:0510;;0.0;0.0;0.0;0.0;9.75;3.66;0.0
20180310:0610;;0.0;0.0;0.0;0.0;9.46;3.66;0.0
20180310:0710;;0.0;23.0;0.0;9.47;10.16;3.86;0.0
20180310:0810;;24.0;134.0;0.0;18.01;10.87;3.72;0.0
20180310:0910;;17.0;184.0;0.0;25.4;11.78;3.79;0.0
20180310:1010;;40.0;242.0;0.0;31.05;12.46;3.93;0.0
20180310:1110;;120.0;272.0;0.0;34.31;13.84;4.28;0.0
20180310:1210;;8.0;226.0;0.0;34.7;14.68;4.55;0.0
20180310:1310;;7.0;209.0;0.0;32.17;14.94;4.55;0.0
20180310:1410;;43.0;213.0;0.0;27.09;14.78;4.0;0.0
20180310:1510;;0.0;54.0;0.0;20.09;14.33;3.45;0.0
20180310:1610;;0.0;24.0;0.0;11.8;13.47;3.66;0.0
20180310:1710;;0.0;3.0;0.0;2.74;12.73;3.52;0.0
20180310:1810;;0.0;0.0;0.0;0.0;12.29;3.66;0.0
20180310:1910;;0.0;0.0;0.0;0.0;11.91;3.38;0.0
20180310:2010;;0.0;0.0;0.0;0.0;11.64;3.24;0.0
20180310:2110;;0.0;0.0;0.0;0.0;11.07;3.1;0.0
20180310:2210;;0.0;0.0;0.0;0.0;10.39;3.03;0.0
20180310:2310;;0.0;0.0;0.0;0.0;10.0;2.97;0.0
20180311:0010;;0.0;0.0;0.0;0.0;9.56;2.9;0.0
20180311:0110;;0.0;0.0;0.0;0.0;9.25;2.83;0.0
20180311:0210;;0.0;0.0;0.0;0.0;8.99;2.83;0.0
20180311:0310;;0.0;0.0;0.0;0.0;8.95;2.69;0.0
20180311:0410;;0.0;0.0;0.0;0.0;8.78;2.76;0.0
20180311:0510;;0.0;0.0;0.0;0.0;9.11;2.9;0.0
20180311:0610;;0.0;0.0;0.0;0.0;9.4;3.38;0.0
20180311:0710;;0.0;11.0;0.0;9.82;11.5;4.41;0.0
20180311:0810;;0.0;38.0;0.0;18.37;12.47;5.45;0.0
20180311:0910;;0.0;108.0;0.0;25.78;12.87;5.45;0.0
20180311:1010;;0.0;160.0;0.0;31.44;13.05;5.45;0.0
20180311:1110;;56.0;279.0;0.0;34.7;13.94;5.38;0.0
20180311:1210;;25.0;262.0;0.0;35.09;15.04;5.72;0.0
20180311:1310;;2.0;184.0;0.0;32.53;15.37;4.41;0.0
20180311:1410;;120.0;213.0;0.0;27.42;15.68;3.38;0.0
20180311:1510;;86.0;156.0;0.0;20.4;15.94;3.31;0.0
20180311:1610;;9.0;81.0;0.0;12.08;15.5;2.62;0.0
20180311:1710;;0.0;5.0;0.0;3.01;14.28;2.55;0.0
20180311:1810;;0.0;0.0;0.0;0.0;12.88;2.83;0.0
20180311:1910;;0.0;0.0;0.0;0.0;11.63;3.03;0.0
20180311:2010;;0.0;0.0;0.0;0.0;10.85;3.1;0.0
20180311:2110;;0.0;0.0;0.0;0.0;10.25;3.17;0.0
20180311:2210;;0.0;0.0;0.0;0.0;9.74;3.03;0.0
20180311:2310;;0.0;0.0;0.0;0.0;9.33;2.9;0.0
20180312:0010;;0.0;0.0;0.0;0.0;9.09;2.83;0.0
20180312:0110;;0.0;0.0;0.0;0.0;8.8;2.76;0.0
20180312:0210;;0.0;0.0;0.0;0.0;8.43;2.62;0.0
20180312:0310;;0.0;0.0;0.0;0.0;8.09;2.62;0.0
20180312:0410;;0.0;0.0;0.0;0.0;7.74;2.69;0.0
20180312:0510;;0.0;0.0;0.0;0.0;7.61;2.83;0.0
20180312:0610;;0.0;0.0;0.0;0.0;7.48;3.03;0.0
20180312:0710;;43.0;69.0;0.0;10.17;8.4;2.83;0.0
20180312:0810;;212.01;79.0;0.0;18.74;10.21;2.76;0.0
20180312:0910;;160.0;187.0;0.0;26.16;11.9;4.55;0.0
20180312:1010;;116.0;255.0;0.0;31.84;12.43;6.34;0.0
20180312:1110;;123.0;283.0;0.0;35.1;12.61;6.21;0.0
20180312:1210;;68.0;287.0;0.0;35.47;12.55;5.86;0.0
20180312:1310;;77.0;268.0;0.0;32.89;12.95;5.52;0.0
20180312:1410;;0.0;66.0;0.0;27.75;12.94;5.59;0.0
20180312:1510;;13.0;147.0;0.0;20.7;12.75;5.24;0.0
20180312:1610;;37.0;90.0;0.0;12.36;11.89;5.45;0.0
20180312:1710;;1.0;14.81;0.0;3.28;10.76;5.03;0.0
20180312:1810;;0.0;0.0;0.0;0.0;9.85;4.9;0.0
20180312:1910;;0.0;0.0;0.0;0.0;9.28;4.9;0.0
20180312:2010;;0.0;0.0;0.0;0.0;8.76;5.1;0.0
20180312:2110;;0.0;0.0;0.0;0.0;8.32;5.1;0.0
20180312:2210;;0.0;0.0;0.0;0.0;8.32;5.45;0.0
20180312:2310;;0.0;0.0;0.0;0.0;8.26;5.86;0.0
20180313:0010;;0.0;0.0;0.0;0.0;8.09;6.0;0.0
20180313:0110;;0.0;0.0;0.0;0.0;7.68;5.93;0.0
20180313:0210;;0.0;0.0;0.0;0.0;7.44;5.86;0.0
20180313:0310;;0.0;0.0;0.0;0.0;7.27;5.66;0.0
20180313:0410;;0.0;0.0;0.0;0.0;7.18;5.45;0.0
20180313:0510;;0.0;0.0;0.0;0.0;7.1;5.66;0.0
20180313:0610;;0.0;0.0;0.0;0.0;6.82;5.38;0.0
20180313:0710;;2.0;57.0;0.0;10.53;6.43;4.83;0.0
20180313:0810;;0.0;42.0;0.0;19.11;6.14;4.21;0.0
20180313:0910;;0.0;79.0;0.0;26.55;5.8;4.41;0.0
20180313:1010;;0.0;167.0;0.0;32.23;5.55;4.34;0.0
20180313:1110;;0.0;144.0;0.0;35.5;5.4;4.07;0.0
20180313:1210;;0.0;93.0;0.0;35.86;5.27;4.0;0.0
20180313:1310;;0.0;164.0;0.0;33.25;5.42;3.86;0.0
20180313:1410;;0.0;69.0;0.0;28.08;5.4;4.55;0.0
20180313:1510;;0.0;43.0;0.0;21.0;5.42;4.41;0.0
20180313:1610;;1.0;64.0;0.0;12.64;5.13;4.0;0.0
20180313:1710;;0.0;5.0;0.0;3.54;4.93;3.52;0.0
20180313:1810;;0.0;0.0;0.0;0.0;4.67;2.9;0.0
20180313:1910;;0.0;0.0;0.0;0.0;4.3;2.41;0.0
20180313:2010;;0.0;0.0;0.0;0.0;4.1;2.07;0.0
20180313:2110;;0.0;0.0;0.0;0.0;3.99;1.93;0.0
20180313:2210;;0.0;0.0;0.0;0.0;3.79;2.14;0.0
20180313:2310;;0.0;0.0;0.0;0.0;3.56;2.28;0.0
20180314:0010;;0.0;0.0;0.0;0.0;3.73;2.14;0.0
20180314:0110;;0.0;0.0;0.0;0.0;3.85;2.0;0.0
20180314:0210;;0.0;0.0;0.0;0.0;3.64;2.0;0.0
20180314:0310;;0.0;0.0;0.0;0.0;3.59;2.0;0.0
20180314:0410;;0.0;0.0;0.0;0.0;3.49;2.0;0.0
20180314:0510;;0.0;0.0;0.0;0.0;3.62;2.0;0.0
20180314:0610;;0.0;0.0;0.0;0.0;3.86;1.93;0.0
20180314:0710;;96.0;54.0;0.0;10.89;4.38;1.59;0.0
20180314:0810;;241.01;73.0;0.0;19.48;5.9;1.52;0.0
20180314:0910;;263.01;149.0;0.0;26.93;7.09;1.52;0.0
20180314:1010;;154.0;256.0;0.0;32.63;8.6;1.59;0.0
20180314:1110;;369.01;189.0;0.0;35.9;9.86;1.72;0.0
20180314:1210;;451.01;145.0;0.0;36.25;10.7;2.14;0.0
20180314:1310;;277.01;215.0;0.0;33.61;11.4;2.83;0.0
20180314:1410;;293.01;149.0;0.0;28.41;11.8;3.1;0.0
20180314:1510;;77.0;169.0;0.0;21.3;11.8;2.83;0.0
20180314:1610;;55.0;93.0;0.0;12.92;11.36;2.48;0.0
20180314:1710;;4.0;19.13;0.0;3.81;10.16;2.83;0.0
20180314:1810;;0.0;0.0;0.0;0.0;8.84;3.24;0.0
20180314:1910;;0.0;0.0;0.0;0.0;7.59;3.86;0.0
20180314:2010;;0.0;0.0;0.0;0.0;6.9;4.21;0.0
20180314:2110;;0.0;0.0;0.0;0.0;6.46;4.34;0.0
20180314:2210;;0.0;0.0;0.0;0.0;6.02;4.28;0.0
20180314:2310;;0.0;0.0;0.0;0.0;5.58;4.28;0.0
20180315:0010;;0.0;0.0;0.0;0.0;5.23;4.41;0.0
20180315:0110;;0.0;0.0;0.0;0.0;5.04;4.62;0.0
20180315:0210;;0.0;0.0;0.0;0.0;4.93;4.76;0.0
20180315:0310;;0.0;0.0;0.0;0.0;4.9;4.9;0.0
20180315:0410;;0.0;0.0;0.0;0.0;4.84;4.83;0.0
20180315:0510;;0.0;0.0;0.0;0.0;4.76;4.69;0.0
20180315:0610;;0.0;0.0;0.0;0.0;4.67;4.55;0.0
20180315:0710;;9.0;74.0;0.0;11.25;6.22;4.76;0.0
20180315:0810;;15.0;143.0;0.0;19.85;7.19;4.69;0.0
20180315:0910;;0.0;94.0;0.0;27.32;8.21;4.69;0.0
20180315:1010;;0.0;133.0;0.0;33.03;9.16;4.62;0.0
20180315:1110;;0.0;125.0;0.0;36.3;10.33;4.69;0.0
20180315:1210;;0.0;116.0;0.0;36.64;10.19;3.66;0.0
20180315:1310;;0.0;119.0;0.0;33.98;9.98;2.69;0.0
20180315:1410;;0.0;107.0;0.0;28.74;9.37;2.28;0.0
20180315:1510;;0.0;67.0;0.0;21.6;8.67;2.07;0.0
20180315:1610;;0.0;37.0;0.0;13.2;8.17;2.0;0.0
20180315:1710;;0.0;6.0;0.0;4.07;7.55;2.21;0.0
20180315:1810;;0.0;0.0;0.0;0.0;7.05;2.14;0.0
20180315:1910;;0.0;0.0;0.0;0.0;7.38;3.66;0.0
20180315:2010;;0.0;0.0;0.0;0.0;7.35;3.72;0.0
20180315:2110;;0.0;0.0;0.0;0.0;7.21;3.52;0.0
20180315:2210;;0.0;0.0;0.0;0.0;6.95;2.97;0.0
20180315:2310;;0.0;0.0;0.0;0.0;6.7;2.48;0.0
20180316:0010;;0.0;0.0;0.0;0.0;6.5;2.21;0.0
20180316:0110;;0.0;0.0;0.0;0.0;6.22;2.07;0.0
20180316:0210;;0.0;0.0;0.0;0.0;5.69;2.07;0.0
20180316:0310;;0.0;0.0;0.0;0.0;5.47;2.21;0.0
20180316:0410;;0.0;0.0;0.0;0.0;5.39;2.34;0.0
20180316:0510;;0.0;0.0;0.0;0.0;5.48;2.28;0.0
20180316:0610;;0.0;0.0;0.0;0.0;5.26;2.21;0.0
20180316:0710;;2.0;63.0;0.0;11.61;6.28;1.72;0.0
20180316:0810;;0.0;62.0;0.0;20.22;7.18;2.0;0.0
20180316:0910;;0.0;129.0;0.0;27.7;7.75;2.41;0.0
20180316:1010;;0.0;123.0;0.0;33.43;7.79;2.07;0.0
20180316:1110;;0.0;178.0;0.0;36.7;7.99;2.07;0.0
20180316:1210;;0.0;93.0;0.0;37.03;8.41;2.07;0.0
20180316:1310;;0.0;142.0;0.0;34.34;9.0;2.07;0.0
20180316:1410;;8.0;193.0;0.0;29.07;9.83;2.14;0.0
20180316:1510;;19.0;162.0;0.0;21.9;9.65;2.0;0.0
20180316:1610;;0.0;61.0;0.0;13.48;8.96;2.21;0.0
20180316:1710;;2.0;20.6;0.0;4.34;7.69;2.55;0.0
20180316:1810;;0.0;0.0;0.0;0.0;6.29;2.97;0.0
20180316:1910;;0.0;0.0;0.0;0.0;5.31;2.83;0.0
20180316:2010;;0.0;0.0;0.0;0.0;4.55;2.9;0.0
20180316:2110;;0.0;0.0;0.0;0.0;3.77;3.03;0.0
20180316:2210;;0.0;0.0;0.0;0.0;2.98;3.31;0.0
20180316:2310;;0.0;0.0;0.0;0.0;2.36;3.38;0.0
20180317:0010;;0.0;0.0;0.0;0.0;1.93;3.59;0.0
20180317:0110;;0.0;0.0;0.0;0.0;1.55;4.07;0.0
20180317:0210;;0.0;0.0;0.0;0.0;1.18;4.21;0.0
20180317:0310;;0.0;0.0;0.0;0.0;0.77;4.34;0.0
20180317:0410;;0.0;0.0;0.0;0.0;0.34;4.48;0.0
20180317:0510;;0.0;0.0;0.0;0.0;-0.13;4.69;0.0
20180317:0610;;0.0;4.0;0.0;2.73;-0.58;4.97;0.0
20180317:0710;;0.0;37.0;0.0;11.97;-0.99;5.17;0.0
20180317:0810;;0.0;99.0;0.0;20.59;-1.11;5.45;0.0
20180317:0910;;0.0;92.0;0.0;28.09;-1.24;5.66;0.0
20180317:1010;;0.0;85.0;0.0;33.82;-0.95;6.34;0.0
20180317:1110;;0.0;94.0;0.0;37.11;-0.82;6.34;0.0
20180317:1210;;0.0;77.0;0.0;37.42;-0.64;6.21;0.0
20180317:1310;;0.0;133.0;0.0;34.7;-0.25;6.28;0.0
20180317:1410;;0.0;90.0;0.0;29.4;0.01;6.28;0.0
20180317:1510;;0.0;106.0;0.0;22.2;-0.08;6.28;0.0
20180317:1610;;16.0;101.0;0.0;13.75;-0.07;6.62;0.0
20180317:1710;;1.0;20.81;0.0;4.6;-0.32;6.14;0.0
20180317:1810;;0.0;0.0;0.0;0.0;-0.62;5.59;0.0
20180317:1910;;0.0;0.0;0.0;0.0;-1.8;5.52;0.0
20180317:2010;;0.0;0.0;0.0;0.0;-1.82;5.59;0.0
20180317:2110;;0.0;0.0;0.0;0.0;-1.91;5.38;0.0
20180317:2210;;0.0;0.0;0.0;0.0;-2.0;5.03;0.0
20180317:2310;;0.0;0.0;0.0;0.0;-2.16;5.31;0.0
20180318:0010;;0.0;0.0;0.0;0.0;-2.29;5.03;0.0
20180318:0110;;0.0;0.0;0.0;0.0;-2.52;4.97;0.0
20180318:0210;;0.0;0.0;0.0;0.0;-2.67;5.03;0.0
20180318:0310;;0.0;0.0;0.0;0.0;-2.76;5.31;0.0
20180318:0410;;0.0;0.0;0.0;0.0;-2.88;5.24;0.0
20180318:0510;;0.0;0.0;0.0;0.0;-2.94;5.52;0.0
20180318:0610;;0.0;10.0;0.0;3.08;-3.05;5.38;0.0
20180318:0710;;2.0;68.0;0.0;12.33;-2.71;5.1;0.0
20180318:0810;;134.0;146.0;0.0;20.96;-2.26;5.66;0.0
20180318:0910;;18.0;210.0;0.0;28.47;-1.61;5.72;0.0
20180318:1010;;28.0;262.0;0.0;34.22;-1.1;5.59;0.0
20180318:1110;;0.0;111.0;0.0;37.51;-1.13;5.59;0.0
20180318:1210;;20.0;275.0;0.0;37.8;-0.5;6.0;0.0
20180318:1310;;9.0;237.0;0.0;35.06;-0.07;6.14;0.0
20180318:1410;;72.0;244.0;0.0;29.72;0.22;6.14;0.0
20180318:1510;;0.0;94.0;0.0;22.49;0.51;6.07;0.0
20180318:1610;;10.0;97.0;0.0;14.03;0.63;5.86;0.0
20180318:1710;;1.0;21.81;0.0;4.87;0.37;4.69;0.0
20180318:1810;;0.0;0.0;0.0;0.0;-0.13;4.28;0.0
20180318:1910;;0.0;0.0;0.0;0.0;-0.96;4.34;0.0
20180318:2010;;0.0;0.0;0.0;0.0;-1.3;4.07;0.0
20180318:2110;;0.0;0.0;0.0;0.0;-1.61;3.86;0.0
20180318:2210;;0.0;0.0;0.0;0.0;-1.95;3.72;0.0
20180318:2310;;0.0;0.0;0.0;0.0;-2.28;3.66;0.0
20180319:0010;;0.0;0.0;0.0;0.0;-2.29;3.66;0.0
20180319:0110;;0.0;0.0;0.0;0.0;-2.56;3.66;0.0
20180319:0210;;0.0;0.0;0.0;0.0;-2.73;3.66;0.0
20180319:0310;;0.0;0.0;0.0;0.0;-2.88;3.72;0.0
20180319:0410;;0.0;0.0;0.0;0.0;-3.1;3.72;0.0
20180319:0510;;0.0;0.0;0.0;0.0;-3.45;3.59;0.0
20180319:0610;;0.0;7.0;0.0;3.44;-3.66;3.38;0.0
20180319:0710;;10.0;88.0;0.0;12.69;-2.83;4.14;0.0
20180319:0810;;13.0;154.0;0.0;21.34;-1.93;4.41;0.0
20180319:0910;;11.0;202.0;0.0;28.86;-0.85;4.21;0.0
20180319:1010;;43.0;277.0;0.0;34.62;0.23;4.14;0.0
20180319:1110;;112.0;312.0;0.0;37.91;1.17;4.34;0.0
20180319:1210;;531.01;118.0;0.0;38.19;1.69;4.41;0.0
20180319:1310;;505.01;103.0;0.0;35.42;2.32;4.34;0.0
20180319:1410;;406.01;102.0;0.0;30.05;2.71;4.28;0.0
20180319:1510;;314.01;70.0;0.0;22.79;2.97;4.34;0.0
20180319:1610;;162.0;58.0;0.0;14.3;2.73;4.48;0.0
20180319:1710;;26.0;21.31;0.0;5.13;2.03;3.79;0.0
20180319:1810;;0.0;0.0;0.0;0.0;0.76;3.59;0.0
20180319:1910;;0.0;0.0;0.0;0.0;0.04;3.59;0.0
20180319:2010;;0.0;0.0;0.0;0.0;-0.71;3.52;0.0
20180319:2110;;0.0;0.0;0.0;0.0;-1.27;3.52;0.0
20180319:2210;;0.0;0.0;0.0;0.0;-1.75;3.24;0.0
20180319:2310;;0.0;0.0;0.0;0.0;-2.26;2.83;0.0
20180320:0010;;0.0;0.0;0.0;0.0;-2.76;2.48;0.0
20180320:0110;;0.0;0.0;0.0;0.0;-3.18;2.28;0.0
20180320:0210;;0.0;0.0;0.0;0.0;-3.55;2.0;0.0
20180320:0310;;0.0;0.0;0.0;0.0;-4.01;1.66;0.0
20180320:0410;;0.0;0.0;0.0;0.0;-3.51;1.52;0.0
20180320:0510;;0.0;0.0;0.0;0.0;-2.44;1.66;0.0
20180320:0610;;0.0;5.0;0.0;3.8;-1.81;1.86;0.0
20180320:0710;;16.0;95.0;0.0;13.05;-0.86;1.79;0.0
20180320:0810;;22.0;167.0;0.0;21.71;0.76;2.07;0.0
20180320:0910;;202.0;209.0;0.0;29.25;2.83;4.83;0.0
20180320:1010;;429.01;152.0;0.0;35.02;4.0;5.59;0.0
20180320:1110;;586.01;89.0;0.0;38.31;5.02;5.45;0.0
20180320:1210;;580.01;96.0;0.0;38.58;5.73;5.38;0.0
20180320:1310;;476.01;131.0;0.0;35.78;6.3;5.38;0.0
20180320:1410;;461.01;75.0;0.0;30.37;6.5;5.31;0.0
20180320:1510;;328.01;69.0;0.0;23.08;6.53;5.31;0.0
20180320:1610;;173.0;57.0;0.0;14.57;6.18;4.76;0.0
20180320:1710;;35.0;18.97;0.0;5.39;5.09;3.93;0.0
20180320:1810;;0.0;0.0;0.0;0.0;3.5;3.72;0.0
20180320:1910;;0.0;0.0;0.0;0.0;2.71;3.66;0.0
20180320:2010;;0.0;0.0;0.0;0.0;1.7;3.45;0.0
20180320:2110;;0.0;0.0;0.0;0.0;0.72;3.1;0.0
20180320:2210;;0.0;0.0;0.0;0.0;-0.19;2.76;0.0
20180320:2310;;0.0;0.0;0.0;0.0;-0.97;2.41;0.0
20180321:0010;;0.0;0.0;0.0;0.0;-1.58;2.0;0.0
20180321:0110;;0.0;0.0;0.0;0.0;-2.54;1.59;0.0
20180321:0210;;0.0;0.0;0.0;0.0;-2.99;1.31;0.0
20180321:0310;;0.0;0.0;0.0;0.0;-3.16;1.24;0.0
20180321:0410;;0.0;0.0;0.0;0.0;-3.3;1.38;0.0
20180321:0510;;0.0;0.0;0.0;0.0;-3.04;1.24;0.0
20180321:0610;;0.0;16.0;0.0;4.15;-2.3;0.97;0.0
20180321:0710;;26.0;101.0;0.0;13.41;-0.95;1.31;0.0
20180321:0810;;11.0;156.0;0.0;22.08;-0.21;1.1;0.0
20180321:0910;;19.0;221.0;0.0;29.64;0.68;1.24;0.0
20180321:1010;;94.0;293.0;0.0;35.42;1.55;1.38;0.0
20180321:1110;;212.0;294.0;0.0;38.71;2.43;1.45;0.0
20180321:1210;;279.01;269.0;0.0;38.97;3.07;1.72;0.0
20180321:1310;;59.0;295.0;0.0;36.13;3.77;2.0;0.0
20180321:1410;;9.0;209.0;0.0;30.7;4.42;2.14;0.0
20180321:1510;;0.0;113.0;0.0;23.38;4.42;2.14;0.0
20180321:1610;;17.0;109.0;0.0;14.85;4.5;1.86;0.0
20180321:1710;;31.0;23.15;0.0;5.65;4.32;1.45;0.0
20180321:1810;;0.0;0.0;0.0;0.0;3.25;2.0;0.0
20180321:1910;;0.0;0.0;0.0;0.0;2.79;2.14;0.0
20180321:2010;;0.0;0.0;0.0;0.0;2.01;2.34;0.0
20180321:2110;;0.0;0.0;0.0;0.0;1.59;2.48;0.0
20180321:2210;;0.0;0.0;0.0;0.0;1.39;2.62;0.0
20180321:2310;;0.0;0.0;0.0;0.0;1.24;2.9;0.0
20180322:0010;;0.0;0.0;0.0;0.0;1.49;3.24;0.0
20180322:0110;;0.0;0.0;0.0;0.0;1.9;3.52;0.0
20180322:0210;;0.0;0.0;0.0;0.0;2.33;3.72;0.0
20180322:0310;;0.0;0.0;0.0;0.0;2.52;3.79;0.0
20180322:0410;;0.0;0.0;0.0;0.0;2.7;3.93;0.0
20180322:0510;;0.0;0.0;0.0;0.0;2.87;4.07;0.0
20180322:0610;;0.0;5.0;0.0;4.51;2.65;4.28;0.0
20180322:0710;;0.0;50.0;0.0;13.77;2.54;4.62;0.0
20180322:0810;;0.0;110.0;0.0;22.45;2.64;4.41;0.0
20180322:0910;;8.0;201.0;0.0;30.02;2.86;4.21;0.0
20180322:1010;;0.0;103.0;0.0;35.82;3.37;4.21;0.0
20180322:1110;;0.0;111.0;0.0;39.12;3.68;3.72;0.0
20180322:1210;;0.0;110.0;0.0;39.35;4.47;3.86;0.0
20180322:1310;;0.0;95.0;0.0;36.49;5.06;3.66;0.0
20180322:1410;;0.0;71.0;0.0;31.02;5.69;3.86;0.0
20180322:1510;;1.0;126.0;0.0;23.67;6.14;4.21;0.0
20180322:1610;;0.0;70.0;0.0;15.12;6.28;3.45;0.0
20180322:1710;;0.0;24.0;0.0;5.91;6.11;2.9;0.0
20180322:1810;;0.0;0.0;0.0;0.0;5.79;2.76;0.0
20180322:1910;;0.0;0.0;0.0;0.0;5.55;2.55;0.0
20180322:2010;;0.0;0.0;0.0;0.0;5.35;2.21;0.0
20180322:2110;;0.0;0.0;0.0;0.0;5.12;1.93;0.0
20180322:2210;;0.0;0.0;0.0;0.0;4.98;1.86;0.0
20180322:2310;;0.0;0.0;0.0;0.0;4.87;2.0;0.0
20180323:0010;;0.0;0.0;0.0;0.0;4.74;2.14;0.0
20180323:0110;;0.0;0.0;0.0;0.0;4.77;2.34;0.0
20180323:0210;;0.0;0.0;0.0;0.0;4.63;2.48;0.0
20180323:0310;;0.0;0.0;0.0;0.0;4.39;2.48;0.0
20180323:0410;;0.0;0.0;0.0;0.0;4.15;2.41;0.0
20180323:0510;;0.0;0.0;0.0;0.0;3.92;2.41;0.0
20180323:0610;;0.0;16.0;0.0;4.86;3.69;2.48;0.0
20180323:0710;;51.0;105.0;0.0;14.14;3.86;2.62;0.0
20180323:0810;;2.0;131.0;0.0;22.83;4.42;2.83;0.0
20180323:0910;;0.0;131.0;0.0;30.41;5.16;3.38;0.0
20180323:1010;;0.0;90.0;0.0;36.22;6.25;4.62;0.0
20180323:1110;;0.0;98.0;0.0;39.52;7.18;4.69;0.0
20180323:1210;;2.0;226.0;0.0;39.74;8.24;4.9;0.0
20180323:1310;;2.0;212.0;0.0;36.85;8.88;4.69;0.0
20180323:1410;;1.0;169.0;0.0;31.34;9.34;4.41;0.0
